   128.09999999999999      ,   128.19999999999999      ,   128.30000000000001     
   134.89668069789298      ,   128.00000000000000      ,   137.49246608791958     
   135.74023875878731      ,   128.00179909117728      ,   138.47228742281749     
   136.57288164421189      ,   128.00513657451037      ,   139.46139611728020     
   137.41277630424887      ,   128.01033268965256      ,   140.44431719825965     
   138.26063863253262      ,   128.01529478842772      ,   141.42041699464420     
   139.10585478019465      ,   128.01946403359290      ,   142.39881116313711     
   139.96827634338200      ,   128.02244804208692      ,   143.36203272801583     
   140.83685340553018      ,   128.02349990684044      ,   144.31975815532130     
   141.70414487352309      ,   128.02209753533680      ,   145.27863191238026     
   142.59093337641980      ,   128.01907546360687      ,   146.21949320607530     
   143.48011771067746      ,   128.01415954172774      ,   147.15810497344981     
   144.37232919228984      ,   128.00731273397932      ,   148.09381528465138     
   145.27865494008273      ,   127.99913141141090      ,   149.01585358832142     
   146.18394451919391      ,   127.98954418790407      ,   149.93890499428971     
   147.09438404347102      ,   127.97860978684477      ,   150.85684778468578     
   148.01461838468606      ,   127.96662152101452      ,   151.76497051423323     
   148.93453208290757      ,   127.95361420624452      ,   152.67340602112736     
   149.86152643110302      ,   127.93979316282032      ,   153.57459041557635     
   150.79480079410692      ,   127.92550905812520      ,   154.46927522325331     
   151.72884431585845      ,   127.91091942585317      ,   155.36315034196991     
   152.67114434727745      ,   127.89582452118174      ,   156.24830062080500     
   153.61804875036688      ,   127.88026401340863      ,   157.12852557682371     
   154.56699553265267      ,   127.86435725262555      ,   158.00653915768103     
   155.52399957515908      ,   127.84791367694486      ,   158.87575056680134     
   156.48406566919189      ,   127.83097180256782      ,   159.74157472325069     
   157.44727436377028      ,   127.81363412732382      ,   160.60389042377707     
   158.41693507123702      ,   127.79572169889860      ,   161.45893361982945     
   159.38947943553418      ,   127.77724130582635      ,   162.31068494578949     
   160.36585905966291      ,   127.75830331780394      ,   163.15802461140959     
   161.34680131015443      ,   127.73873910749687      ,   164.00006611601995     
   162.33107232914222      ,   127.71852998039704      ,   164.83819829607603     
   163.31923266983412      ,   127.69778427110327      ,   165.67172853891191     
   164.31039700155907      ,   127.67634454991867      ,   166.50166648055861     
   165.30548936426084      ,   127.65416859478418      ,   167.32687063567437     
   166.30371431039237      ,   127.63139292981266      ,   168.14826808515960     
   167.30458374532810      ,   127.60780552340032      ,   168.96641631982044     
   168.30972984056436      ,   127.58338063479130      ,   169.77928011289472     
   169.31735718378721      ,   127.55827775645589      ,   170.58904714848347     
   170.32766002662242      ,   127.53221783168652      ,   171.39544110288878     
   171.34206017441602      ,   127.50522973419385      ,   172.19664513819552     
   172.35875399834052      ,   127.47739957759626      ,   172.99490839264803     
   173.37815896320782      ,   127.44847425561250      ,   173.78966605123853     
   174.40093994031386      ,   127.41847295948916      ,   174.58003527398930     
   175.42640809304766      ,   127.38737594522429      ,   175.36687220324410     
   176.45446524384892      ,   127.35507537850245      ,   176.15027494934813     
   177.48521230133696      ,   127.32142564665023      ,   176.93007751642389     
   178.51910239884660      ,   127.28640661273344      ,   177.70564736678747     
   179.55524451594141      ,   127.25005839391972      ,   178.47814582947231     
   180.59364717762182      ,   127.21202907800225      ,   179.24752012772325     
   181.63546380703750      ,   127.17235675541558      ,   180.01218204032375     
   182.67959555363626      ,   127.13108671767985      ,   180.77359578781213     
   183.72548809012503      ,   127.08782051217159      ,   181.53247679393331     
   184.77492455060434      ,   127.04200544235356      ,   182.28629816207504     
   185.82719354576201      ,   126.99354611437658      ,   183.03599539027050     
   186.88122999370665      ,   126.94241040845706      ,   183.78302705358851     
   187.93849233653970      ,   126.88724306062782      ,   184.52519525796203     
   188.99895303430594      ,   126.82782923273371      ,   185.26245774051441     
   190.06139370370519      ,   126.76408729404096      ,   185.99650136064815     
   191.12654219011191      ,   126.69524573638277      ,   186.72614439603885     
   192.19484303260231      ,   126.61915215621413      ,   187.45043807460132     
   193.26545046648599      ,   126.53437819890050      ,   188.17034778093742     
   194.33878118749229      ,   126.44022859627619      ,   188.88501734459842     
   195.41442776004871      ,   126.33599668231911      ,   189.59478801666722     
   196.49263697188698      ,   126.22097614049929      ,   190.29898079218268     
   197.57284066739732      ,   126.09462093498720      ,   190.99815745970594     
   198.65506305246436      ,   125.95723108711204      ,   191.69211046148092     
   199.73962078357647      ,   125.80770703679192      ,   192.37987902591988     
   200.82498917301757      ,   125.64430771772186      ,   193.06319864663141     
   201.91238490023346      ,   125.46961499913624      ,   193.74047750004786     
   203.00067203739394      ,   125.28120504671922      ,   194.41261668407168     
   204.08901883767402      ,   125.07552669991475      ,   195.07958092951216     
   205.17802144560045      ,   124.85498755758063      ,   195.74069935433297     
   206.26662522772864      ,   124.61720458667170      ,   196.39647299175820     
   207.35478316494402      ,   124.36096394815955      ,   197.04599590950025     
   208.44123967460905      ,   124.08242354198305      ,   197.68914693538773     
   209.52544850402120      ,   123.77626917256075      ,   198.32344565450336     
   210.60569593603032      ,   123.43646601114069      ,   198.94726343215959     
   211.68051905613618      ,   123.06118110077946      ,   199.56001210833617     
   212.74890347839784      ,   122.64875247866973      ,   200.15999215638328     
   213.80872562092281      ,   122.19693422012978      ,   200.74664606244340     
   214.86028311262527      ,   121.71045524098447      ,   201.32034100818532     
   215.90176134840300      ,   121.18729998191671      ,   201.87986911467965     
   216.92629350699559      ,   120.60958514676832      ,   202.41640976211482     
   128.09999999999999      ,   128.19999999999999      ,   128.30000000000001     
   132.87668958257504      ,   132.87668979574192      ,   137.49246608791958     
   133.36013750117354      ,   133.67611942795278      ,   138.38597784734941     
